site id,name,site status,approval date,approval type,site capacity,temporary_capacity,capacity_unit_type,placement,water_type,site_details,county,municipality_id,municipality,production_area_code,latitude,longitude,symbol,species,company,site_url,external_site_url,permits,purpose,production_method
13867,RAUNEVÅGEN,KLARERT,29/06/1997 22:00,PERMANENT,3120,3120,TN,SJØ,Marine,13867 RAUNEVÅGEN,VESTLAND,4612,SVEIO,3,59.657983,5.533667,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",SJØTROLL HAVBRUK SJØ AS,https://sikker.fiskeridir.no/aquareg/web/sites/13867,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/13867,"H-FJ-0008, H-B-0023, H-FJ-0006, H-FJ-0001",KOMMERSIELL,Matfisk
18898,SKAFTÅ,KLARERT,25/03/2003 23:00,PERMANENT,3120,3120,TN,SJØ,Marine,18898 SKAFTÅ,VESTLAND,4630,OSTERØY,4,60.458083,5.631333,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",SJØTROLL HAVBRUK SJØ AS,https://sikker.fiskeridir.no/aquareg/web/sites/18898,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/18898,"H-OR-0007, H-OR-0003, H-OR-0005, H-OR-0006",KOMMERSIELL,Matfisk
20115,SKJERHOLMEN N,KLARERT,03/08/2003 22:00,PERMANENT,3120,3120,TN,SJØ,Marine,20115 SKJERHOLMEN N,VESTLAND,4626,ØYGARDEN,3,60.249967,5.174483,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",SJØTROLL HAVBRUK SJØ AS,https://sikker.fiskeridir.no/aquareg/web/sites/20115,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/20115,"H-S-0004, H-S-0002, H-S-0003, H-S-0014, H-B-0023, H-FJ-0008",KOMMERSIELL,Matfisk
20455,DJUPEVIKA,KLARERT,17/09/2003 22:00,PERMANENT,3900,3900,TN,SJØ,Marine,20455 DJUPEVIKA,VESTLAND,4617,KVINNHERAD,3,60.04095,6.009367,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",SJØTROLL HAVBRUK SJØ AS,https://sikker.fiskeridir.no/aquareg/web/sites/20455,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/20455,"H-L-0016, H-T-0010, H-T-0007, H-K-0036, H-AV-0011",KOMMERSIELL,Matfisk
21915,MATLØYSO,KLARERT,18/03/2004 23:00,PERMANENT,2780,2780,TN,SJØ,Marine,21915 MATLØYSO,VESTLAND,4615,FITJAR,3,59.952083,5.284933,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",SJØTROLL HAVBRUK SJØ AS,https://sikker.fiskeridir.no/aquareg/web/sites/21915,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/21915,"H-FJ-0008, H-B-0023, H-FJ-0006, H-FJ-0001",KOMMERSIELL,Matfisk
26235,STUALAND,KLARERT,17/10/2010 22:00,PERMANENT,3120,3120,TN,SJØ,Marine,26235 STUALAND,VESTLAND,4612,SVEIO,3,59.6088,5.5269,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",SJØTROLL HAVBRUK SJØ AS,https://sikker.fiskeridir.no/aquareg/web/sites/26235,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/26235,"H-FJ-0008, H-B-0023, H-FJ-0006, H-FJ-0001",KOMMERSIELL,Matfisk
31038,BUARØY,KLARERT,16/06/2010 22:00,PERMANENT,4680,4680,TN,SJØ,Marine,31038 BUARØY,VESTLAND,4626,ØYGARDEN,3,60.220067,5.21455,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",SJØTROLL HAVBRUK SJØ AS,https://sikker.fiskeridir.no/aquareg/web/sites/31038,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/31038,"H-S-0004, H-S-0002, H-S-0003, H-S-0014, H-B-0023, H-FJ-0008",KOMMERSIELL,Matfisk
13804,ROGNDALEN,KLARERT,17/05/2001 22:00,PERMANENT,3100,3100,TN,SJØ,Marine,13804 ROGNDALEN,TROMS,5501,TROMSØ,11,69.788617,18.6539,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",SJURELV FISKEOPPDRETT AS,https://sikker.fiskeridir.no/aquareg/web/sites/13804,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/13804,"TF-T-0005, T-T-0060, T-T-0076, T-T-0006",KOMMERSIELL,Matfisk
29458,BLÅMANNSVIK,KLARERT,03/07/2008 22:00,PERMANENT,1890,1890,TN,SJØ,Marine,29458 BLÅMANNSVIK,TROMS,5501,TROMSØ,11,69.730633,18.653583,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",SJURELV FISKEOPPDRETT AS,https://sikker.fiskeridir.no/aquareg/web/sites/29458,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/29458,"TF-T-0005, T-T-0060, T-T-0076, T-T-0006",KOMMERSIELL,Matfisk
35838,VENGSØY,KLARERT,02/02/2016 23:00,PERMANENT,3599,3599,TN,SJØ,Marine,35838 VENGSØY,TROMS,5501,TROMSØ,11,69.822333,18.517617,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",SJURELV FISKEOPPDRETT AS,https://sikker.fiskeridir.no/aquareg/web/sites/35838,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/35838,"TF-T-0005, T-T-0060, T-T-0076, T-T-0006",KOMMERSIELL,Matfisk
45042,Rundholman I,KLARERT,13/09/2020 22:00,PERMANENT,30,30,DA,SJØ,Marine,45042 Rundholman I,NORDLAND,1834,LURØY,,66.474017,12.879367,Alger,"Butare, Fjærehinne uspes, Sukkertare (oppdrett), Søl",SJY SEAWEED AS,https://sikker.fiskeridir.no/aquareg/web/sites/45042,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/45042,"N-L-0068, N-L-0065, N-L-0066, N-L-0067",KOMMERSIELL,Alger til konsum
13192,SKARDALEN,KLARERT,17/06/1998 22:00,PERMANENT,2500000,2500000,STK,LAND,Freshwater,13192 SKARDALEN,TROMS,5540,GÁIVUOTNA - KÅFJORD - KAIVUONO,,69.5169,20.635033,"Settefisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",SKARDALEN SETTEFISK AS,https://sikker.fiskeridir.no/aquareg/web/sites/13192,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/13192,T-KD-0007,KOMMERSIELL,Settefisk
11927,LERANGSVÅGEN LAND,KLARERT,25/02/1997 23:00,PERMANENT,100,100,TN,LAND,Freshwater/Marine,11927 LERANGSVÅGEN LAND,ROGALAND,1108,SANDNES,,58.935076,6.037278,"Settefisk laks, ørret, regnbueørret","Laks, Regnbueørret, Torsk, Ørret",SKRETTING AQUACULTURE INNOVATION AS,https://sikker.fiskeridir.no/aquareg/web/sites/11927,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/11927,"R-FD-0014, R-FD-0004",KOMMERSIELL,Settefisk
21235,HESTENESET,KLARERT,07/01/2004 23:00,PERMANENT,780,780,TN,SJØ,Marine,21235 HESTENESET,VESTLAND,4602,KINN,,61.602267,5.034633,Slaktemerd,"Laks, Regnbueørret, Ørret",SLAKTERIET AS,https://sikker.fiskeridir.no/aquareg/web/sites/21235,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/21235,SF-F-0030,SLAKTEMERD,Matfisk
45160,BOTNASTRANDA,KLARERT,05/02/2023 23:00,MIDLERTIDIG,1050,1050,TN,SJØ,Marine,45160 BOTNASTRANDA,VESTLAND,4602,KINN,,61.613,5.116333,Slaktemerd,"Laks, Regnbueørret, Ørret",SLAKTERIET AS,https://sikker.fiskeridir.no/aquareg/web/sites/45160,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/45160,"VL-KI-0009, VL-KI-0010",SLAKTEMERD,Matfisk
13654,INSTEFJORD,KLARERT,29/08/1994 22:00,PERMANENT,340,340,TN,SJØ,Marine,13654 INSTEFJORD,VESTLAND,4635,GULEN,,60.987833,5.483183,Slaktemerd,"Laks, Regnbueørret, Ørret",SLAKTERIET BREKKE AS,https://sikker.fiskeridir.no/aquareg/web/sites/13654,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/13654,SF-G-0034,SLAKTEMERD,Matfisk
45008,Smørhamn,KLARERT,07/04/2020 22:00,PERMANENT,5000,5000,TN,LAND,Marine,45008 Smørhamn,VESTLAND,4648,BREMANGER,,61.782083,4.947817,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",SMART SALMON FOODS AS,https://sikker.fiskeridir.no/aquareg/web/sites/45008,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/45008,VL-BR-0001,KOMMERSIELL,Matfisk
36197,SMØRHAMN II,KLARERT,21/08/2016 22:00,PERMANENT,0,0,STK,LAND,Freshwater,36197 SMØRHAMN II,VESTLAND,4648,BREMANGER,,61.78145,4.947717,"Settefisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",SMART SALMON SMOLT AS,https://sikker.fiskeridir.no/aquareg/web/sites/36197,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/36197,SF-B-0053,KOMMERSIELL,Settefisk
13128,SNIPPEN,KLARERT,16/09/2001 22:00,PERMANENT,2000,2000,KG,LAND,Freshwater,13128 SNIPPEN,INNLANDET,3420,ELVERUM,,60.99305,11.746117,"Matfisk laks, ørret, regnbueørret","Regnbueørret, Ørret",SNIPPEN GÅRD DA,https://sikker.fiskeridir.no/aquareg/web/sites/13128,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/13128,HE-E-0505,KOMMERSIELL,Matfisk
12190,SÆTRE,KLARERT,29/01/2017 23:00,PERMANENT,20,20,TN,LAND,Marine,12190 SÆTRE,VESTLAND,4635,GULEN,,61.025767,5.4923,Andre,Kveite,SOGN AQUA JUVENILES AS,https://sikker.fiskeridir.no/aquareg/web/sites/12190,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/12190,"SF-G-0053, SF-G-0054",KOMMERSIELL,"Settefisk, Stamfisk"
13206,STOREVATN,KLARERT,09/01/2000 23:00,PERMANENT,230,230,TN,LAND,Freshwater,13206 STOREVATN,VESTLAND,4636,SOLUND,,61.129234,4.900926,"Settefisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",SOL SMOLT AS,https://sikker.fiskeridir.no/aquareg/web/sites/13206,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/13206,SF-SU-0010,KOMMERSIELL,Settefisk
11491,KLUBBEN,KLARERT,08/10/2001 22:00,PERMANENT,65,65,TN,SJØ,Marine,11491 KLUBBEN,VESTLAND,4615,FITJAR,,59.926317,5.29985,Andre,Torsk,"SOLLI, RONALD",https://sikker.fiskeridir.no/aquareg/web/sites/11491,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/11491,H-FJ-0019,MANNTALL,Matfisk
45113,VÅGANANLEGGET,KLARERT,05/01/2022 23:00,PERMANENT,12.5,12.5,TN,LAND,Marine,45113 VÅGANANLEGGET,FINNMARK,5616,HASVIK,,70.5004,22.14135,Andre,Rognkjeks,SØRØYA RENSEFISK AS,https://sikker.fiskeridir.no/aquareg/web/sites/45113,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/45113,"TF-HV-0001, TF-HV-0002",KOMMERSIELL,"Settefisk, Stamfisk"
12961,KJØLEBRØNN,KLARERT,26/08/2001 22:00,PERMANENT,0,0,STK,LAND,Freshwater,12961 KJØLEBRØNN,TELEMARK,4014,KRAGERØ,,58.82951,9.271928,"Settefisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",SØRSMOLT AS,https://sikker.fiskeridir.no/aquareg/web/sites/12961,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/12961,TK-K-0010,KOMMERSIELL,Settefisk
18255,PORSVIKA,KLARERT,15/01/2003 23:00,PERMANENT,450,450,TN,SJØ,Marine,18255 PORSVIKA,VESTLAND,4626,ØYGARDEN,,60.211417,5.053667,Slaktemerd,"Laks, Regnbueørret, Ørret",SOTRA FISKEINDUSTRI AS,https://sikker.fiskeridir.no/aquareg/web/sites/18255,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/18255,H-S-0018,SLAKTEMERD,Matfisk
38477,SOLSKJELØYA,KLARERT,03/06/2018 22:00,PERMANENT,200,200,DA,SJØ,Marine,38477 SOLSKJELØYA,MØRE OG ROMSDAL,1576,AURE,,63.245767,8.202117,Alger,"Butare, Sukkertare (oppdrett), Søl, Vanlig fjærehinne","SØYSETH, BJØRN ARILD",https://sikker.fiskeridir.no/aquareg/web/sites/38477,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/38477,M-AE-0901,KOMMERSIELL,Alger til konsum
13204,STORØY Ø,KLARERT,22/09/1994 22:00,PERMANENT,2,2,DA,SJØ,Marine,13204 STORØY Ø,VESTLAND,4612,SVEIO,,59.6412,5.37015,"Bløtdyr, krepsdyr, pigghuder","Blåskjell, Butare, Fingertare, Kamskjell, Sukkertare (oppdrett), Vanlig fjærehinne, Østers","STANGELAND, BJARNE KRISTOFFER",https://sikker.fiskeridir.no/aquareg/web/sites/13204,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/13204,"H-SO-0310, H-SO-0903, H-SO-0904, H-SO-0902, H-SO-0901",KOMMERSIELL,"Akvakulturdyr til konsum, Alger til konsum"
45034,Gjemsøyskjæra,KLARERT,13/07/2020 22:00,PERMANENT,50,50,TN,LAND,Marine,45034 Gjemsøyskjæra,TRØNDELAG,5057,ØRLAND,,63.813533,9.618583,"Bløtdyr, krepsdyr, pigghuder",Strandsnegl,STATSNAIL AS,https://sikker.fiskeridir.no/aquareg/web/sites/45034,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/45034,TR-Ø-0001,KOMMERSIELL,Akvakulturdyr til konsum
11775,KVITESKJERET,KLARERT,16/02/2010 23:00,PERMANENT,3120,3120,TN,SJØ,Marine,11775 KVITESKJERET,VESTLAND,4645,ASKVOLL,4,61.467817,5.2203,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",STEINVIK FISKEFARM AS,https://sikker.fiskeridir.no/aquareg/web/sites/11775,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/11775,"SF-A-0011, H-R-0015, SF-A-0028, SF-A-0010",KOMMERSIELL,Matfisk
11776,SVEHOLMANE,KLARERT,05/12/2011 23:00,PERMANENT,2340,2340,TN,SJØ,Marine,11776 SVEHOLMANE,VESTLAND,4602,KINN,4,61.557717,5.215333,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",STEINVIK FISKEFARM AS,https://sikker.fiskeridir.no/aquareg/web/sites/11776,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/11776,"SF-A-0005, SF-A-0011, SF-F-0006, H-R-0015, SF-A-0028, SF-A-0010",KOMMERSIELL,Matfisk
11783,HELLA,KLARERT,24/06/2009 22:00,PERMANENT,3120,3120,TN,SJØ,Marine,11783 HELLA,VESTLAND,4645,ASKVOLL,4,61.406633,5.080817,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",STEINVIK FISKEFARM AS,https://sikker.fiskeridir.no/aquareg/web/sites/11783,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/11783,"SF-A-0011, H-R-0015, SF-A-0028, SF-A-0010",KOMMERSIELL,Matfisk
39437,HOVDEN,KLARERT,11/03/2019 23:00,PERMANENT,3900,3900,TN,SJØ,Marine,39437 HOVDEN,VESTLAND,4602,KINN,4,61.707683,4.911383,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",STEINVIK FISKEFARM AS,https://sikker.fiskeridir.no/aquareg/web/sites/39437,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/39437,"SF-A-0005, SF-A-0011, SF-F-0006, H-R-0015, SF-A-0028, SF-A-0010",KOMMERSIELL,Matfisk
13706,SELJESET,KLARERT,20/09/2001 22:00,PERMANENT,1560,1560,TN,SJØ,Marine,13706 SELJESET,VESTLAND,4602,KINN,4,61.5771,5.237383,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","STEINVIK FISKEFARM AS, STEINVIK FISKEFARM VISNINGSSENTER AS",https://sikker.fiskeridir.no/aquareg/web/sites/13706,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/13706,"SF-F-0050, SF-A-0005, SF-F-0006","KOMMERSIELL, VISNING",Matfisk
13708,STEINVIK,KLARERT,09/07/2012 22:00,PERMANENT,1560,1560,TN,SJØ,Marine,13708 STEINVIK,VESTLAND,4602,KINN,4,61.565267,5.31025,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","STEINVIK FISKEFARM AS, STEINVIK FISKEFARM VISNINGSSENTER AS",https://sikker.fiskeridir.no/aquareg/web/sites/13708,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/13708,"SF-F-0050, SF-A-0005, SF-F-0006","KOMMERSIELL, VISNING",Matfisk
24455,KLAVELANDET,KLARERT,31/07/2013 22:00,PERMANENT,3900,3900,TN,SJØ,Marine,24455 KLAVELANDET,VESTLAND,4602,KINN,4,61.60395,5.186533,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","STEINVIK FISKEFARM AS, STEINVIK FISKEFARM VISNINGSSENTER AS",https://sikker.fiskeridir.no/aquareg/web/sites/24455,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/24455,"SF-F-0050, SF-A-0005, SF-A-0011, SF-F-0006, H-R-0015, SF-A-0028, SF-A-0010","KOMMERSIELL, VISNING",Matfisk
32337,VEIESUND,KLARERT,18/10/2011 22:00,PERMANENT,3900,3900,TN,SJØ,Marine,32337 VEIESUND,VESTLAND,4602,KINN,4,61.571867,5.047283,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","STEINVIK FISKEFARM AS, STEINVIK FISKEFARM VISNINGSSENTER AS",https://sikker.fiskeridir.no/aquareg/web/sites/32337,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/32337,"SF-F-0050, SF-A-0011, H-R-0015, SF-A-0028, SF-A-0010","KOMMERSIELL, VISNING",Matfisk
13666,BORTNE,KLARERT,23/05/2019 22:00,PERMANENT,12,12,TN,LAND,Marine,13666 BORTNE,VESTLAND,4648,BREMANGER,,61.84735,5.383317,Andre,Rognkjeks,STEINVIK RENSEFISK AS,https://sikker.fiskeridir.no/aquareg/web/sites/13666,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/13666,SF-B-0055,KOMMERSIELL,Stamfisk
27936,BREIVIKA V,KLARERT,18/06/2014 22:00,PERMANENT,10000000,10000000,STK,LAND,Marine,27936 BREIVIKA V,VESTLAND,4648,BREMANGER,,61.763017,5.26815,Andre,"Berggylt, Rognkjeks",STEINVIK RENSEFISK AS,https://sikker.fiskeridir.no/aquareg/web/sites/27936,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/27936,"SF-B-0051, VL-BR-0002, SF-B-0052",KOMMERSIELL,"Settefisk, Stamfisk"
11063,NYMOEN,KLARERT,06/04/1997 22:00,PERMANENT,14,14,TN,LAND,Freshwater,11063 NYMOEN,NORDLAND,1832,HEMNES,,65.898415,14.442574,Andre,Røye,"STENSEN, HILDE",https://sikker.fiskeridir.no/aquareg/web/sites/11063,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/11063,N-HS-0003,KOMMERSIELL,Matfisk
37777,TALGJE,KLARERT,07/09/2017 22:00,PERMANENT,150,150,TN,LAND,Marine,37777 TALGJE,ROGALAND,1103,STAVANGER,,59.117567,5.810167,Andre,"Berggylt, Kveite, Rognkjeks",STERLING BREED AS,https://sikker.fiskeridir.no/aquareg/web/sites/37777,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/37777,"R-F-0047, R-S-0004, R-F-0045, R-F-0046, R-S-0007",KOMMERSIELL,"Settefisk, Stamfisk"
10126,VASSVIK,KLARERT,17/06/1998 22:00,PERMANENT,1560,1560,TN,SJØ,Marine,10126 VASSVIK,ROGALAND,1133,HJELMELAND,,59.215433,6.097567,Andre,Kveite,STERLING WHITE HALIBUT AS,https://sikker.fiskeridir.no/aquareg/web/sites/10126,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/10126,"R-HM-0031, R-HM-0018",KOMMERSIELL,Matfisk
11952,HELLAND,KLARERT,12/02/1997 23:00,PERMANENT,5000,5000,TN,LAND,Marine,11952 HELLAND,ROGALAND,1134,SULDAL,,59.431004,5.916402,Andre,Kveite,STERLING WHITE HALIBUT AS,https://sikker.fiskeridir.no/aquareg/web/sites/11952,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/11952,R-SD-0017,KOMMERSIELL,Matfisk
13344,IMSLANDSJØEN,KLARERT,31/10/2000 23:00,PERMANENT,195,195,TN,LAND,Marine,13344 IMSLANDSJØEN,ROGALAND,1160,VINDAFJORD,,59.478627,5.993311,Andre,Kveite,STERLING WHITE HALIBUT AS,https://sikker.fiskeridir.no/aquareg/web/sites/13344,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/13344,R-V-0013,KOMMERSIELL,Settefisk
13681,RYUMSJØEN REIPHOLMEN,KLARERT,18/11/1991 23:00,PERMANENT,650,650,TN,LAND,Marine,13681 RYUMSJØEN REIPHOLMEN,TRØNDELAG,5060,NÆRØYSUND,,64.828415,11.149765,Andre,Kveite,STERLING WHITE HALIBUT AS,https://sikker.fiskeridir.no/aquareg/web/sites/13681,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/13681,"NT-V-0036, NT-V-0015, NT-V-0037",KOMMERSIELL,"Matfisk, Settefisk, Stamfisk"
15338,KJEURA,KLARERT,22/04/2002 22:00,PERMANENT,2340,2340,TN,SJØ,Marine,15338 KJEURA,ROGALAND,1133,HJELMELAND,,59.279783,6.3216,Andre,Kveite,STERLING WHITE HALIBUT AS,https://sikker.fiskeridir.no/aquareg/web/sites/15338,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/15338,"R-HM-0016, R-HM-0017, R-HM-0025",KOMMERSIELL,Matfisk
45180,KVERA,KLARERT,07/06/2023 22:00,PERMANENT,2340,2340,TN,SJØ,Marine,45180 KVERA,ROGALAND,1130,STRAND,,59.121667,6.038417,Andre,Kveite,STERLING WHITE HALIBUT AS,https://sikker.fiskeridir.no/aquareg/web/sites/45180,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/45180,"R-ST-0019, R-ST-0017, R-ST-0018",KOMMERSIELL,Matfisk
11954,IMS II,KLARERT,26/02/1996 23:00,PERMANENT,130,130,TN,LAND,Freshwater/Marine,11954 IMS II,ROGALAND,1108,SANDNES,,58.903709,5.963545,"Matfisk laks, ørret, regnbueørret","Berggylt, Bergnebb, Blåskjell, Brisling, Drøbaksjøpiggsvin, Edelkreps (Freshwater), Flekksteinbit, Gressgylt, Gråsteinbit, Grønngylt, Hummer, Kamskjell, Kveite, Laks, Langpigget kråkebolle, Leirkutling, Liten kantnål, Lyr, O-skjell, Piggvar, Pukkellaks, Regnbueørret, Rødspette, Sandkutling, Sei, Sild, Sjøkreps, Småsil, Stingsild, Storsil, Strandsnegl, Svabergsjøpiggsvin, Svartkutling, Tangkutling, Taskekrabbe, Torsk, Ål, Ørret, Østers",STIFTELSEN NORSK INSTITUTT FOR NATURFORSKNING NINA,https://sikker.fiskeridir.no/aquareg/web/sites/11954,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/11954,"R-SS-0024, R-SS-0009, R-SS-0021, R-SS-0316, R-SS-0025, R-SS-0020","FORSKNING, KOMMERSIELL","Akvakulturdyr i tidlige livsstadier, Matfisk, Settefisk"
13153,ØYE,KLARERT,09/05/2001 22:00,PERMANENT,500,500,TN,LAND,Marine,13153 ØYE,AGDER,4227,KVINESDAL,,58.277059,6.887325,Andre,"Kveite, Piggvar",STOLT SEA FARM TURBOT NORWAY AS,https://sikker.fiskeridir.no/aquareg/web/sites/13153,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/13153,"VA-KL-0002, VA-KL-0005",KOMMERSIELL,"Matfisk, Settefisk"
45194,GRUNNAVÅGEN,KLARERT,21/09/2023 22:00,PERMANENT,5000,5000,TN,LAND,Freshwater/Marine,45194 GRUNNAVÅGEN,VESTLAND,4614,STORD,,59.771083,5.384317,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",STORD HAVBRUKSPARK AS,https://sikker.fiskeridir.no/aquareg/web/sites/45194,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/45194,VL-SD-0001,KOMMERSIELL,Matfisk
37337,GYLJENESET,KLARERT,26/04/2017 22:00,PERMANENT,1600,1600,TN,LAND,Freshwater/Marine,37337 GYLJENESET,MØRE OG ROMSDAL,1578,FJORD,,62.37535,6.984067,"Settefisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",STORDAL AQUAPRODUKSJON AS,https://sikker.fiskeridir.no/aquareg/web/sites/37337,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/37337,M-SL-0012,KOMMERSIELL,Settefisk
22776,INDREPOLLEN,KLARERT,26/08/2004 22:00,PERMANENT,110,110,DA,SJØ,Marine,22776 INDREPOLLEN,VESTLAND,4624,BJØRNAFJORDEN,,60.149731,5.411271,"Bløtdyr, krepsdyr, pigghuder",Østers,STORESTRAUMEN ØSTERS AS,https://sikker.fiskeridir.no/aquareg/web/sites/22776,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/22776,H-O-0303,KOMMERSIELL,Akvakulturdyr i tidlige livsstadier
12536,STRAND,KLARERT,02/10/2001 22:00,PERMANENT,50000,50000,STK,LAND,Freshwater,12536 STRAND,ØSTFOLD,3110,HVALER,,59.087983,10.922867,"Bløtdyr, krepsdyr, pigghuder",Edelkreps (Freshwater),"STRAND, ROGER REINHOLDT",https://sikker.fiskeridir.no/aquareg/web/sites/12536,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/12536,Ø-H-0503,KOMMERSIELL,Akvakulturdyr til konsum
11714,KVERNHUSVIKA,KLARERT,02/05/2012 22:00,PERMANENT,3600,3600,TN,SJØ,Marine,11714 KVERNHUSVIKA,VESTLAND,4636,SOLUND,4,61.0675,4.94345,"Matfisk laks, ørret, regnbueørret","Butare, Fingertare, Laks, Regnbueørret, Sukkertare (oppdrett), Ørret",SULEFISK AS,https://sikker.fiskeridir.no/aquareg/web/sites/11714,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/11714,"SF-SU-0001, SF-SU-0917, SF-SU-0009, SF-SU-0915, SF-SU-0916, SF-SU-0008, SF-SU-0030",KOMMERSIELL,"Alger til konsum, Matfisk"
11719,KRÅKENES,KLARERT,24/08/2000 22:00,PERMANENT,2340,2340,TN,SJØ,Marine,11719 KRÅKENES,VESTLAND,4636,SOLUND,4,61.05835,4.9203,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",SULEFISK AS,https://sikker.fiskeridir.no/aquareg/web/sites/11719,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/11719,"SF-SU-0008, SF-SU-0030, SF-SU-0009, SF-SU-0001",KOMMERSIELL,Matfisk
11721,BUKKEHOLMEN,KLARERT,26/10/1998 23:00,PERMANENT,780,780,TN,SJØ,Marine,11721 BUKKEHOLMEN,VESTLAND,4636,SOLUND,4,61.098267,4.90485,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",SULEFISK AS,https://sikker.fiskeridir.no/aquareg/web/sites/11721,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/11721,SF-SU-0038,KOMMERSIELL,Matfisk
