site id,name,site status,approval date,approval type,site capacity,temporary_capacity,capacity_unit_type,placement,water_type,site_details,county,municipality_id,municipality,production_area_code,latitude,longitude,symbol,species,company,site_url,external_site_url,permits,purpose,production_method
37277,HESTØYDRAGET,KLARERT,19/04/2017 22:00,PERMANENT,130,130,DA,SJØ,Marine,37277 HESTØYDRAGET,NORDLAND,1820,ALSTAHAUG,,65.906717,12.258333,"Bløtdyr, krepsdyr, pigghuder",Fjærerur,"AAKERØY, ROLV JOHAN",https://sikker.fiskeridir.no/aquareg/web/sites/37277,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/37277,N-AH-0347,KOMMERSIELL,Akvakulturdyr til konsum
14746,AARSAND,KLARERT,04/03/2002 23:00,PERMANENT,10,10,DA,SJØ,Marine,14746 AARSAND,NORDLAND,1811,BINDAL,,65.045867,12.156933,"Bløtdyr, krepsdyr, pigghuder",Blåskjell,"AARSAND, ARILD",https://sikker.fiskeridir.no/aquareg/web/sites/14746,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/14746,N-BL-0321,KOMMERSIELL,Akvakulturdyr til konsum
14747,HAGASANDVIKA,KLARERT,04/03/2002 23:00,PERMANENT,10,10,DA,SJØ,Marine,14747 HAGASANDVIKA,NORDLAND,1811,BINDAL,,65.046667,12.1407,"Bløtdyr, krepsdyr, pigghuder",Blåskjell,"AARSAND, ARILD",https://sikker.fiskeridir.no/aquareg/web/sites/14747,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/14747,N-BL-0322,KOMMERSIELL,Akvakulturdyr til konsum
14748,JUPVIK,KLARERT,04/03/2002 23:00,PERMANENT,10,10,DA,SJØ,Marine,14748 JUPVIK,NORDLAND,1811,BINDAL,,65.04655,12.127867,"Bløtdyr, krepsdyr, pigghuder",Blåskjell,"AARSAND, ARILD",https://sikker.fiskeridir.no/aquareg/web/sites/14748,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/14748,N-BL-0323,KOMMERSIELL,Akvakulturdyr til konsum
45177,MONGSTAD,KLARERT,21/05/2023 22:00,PERMANENT,29897,29897,TN,LAND,Marine,45177 MONGSTAD,VESTLAND,4631,ALVER,,60.797117,5.057333,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",ABP AQUA MONGSTAD AS,https://sikker.fiskeridir.no/aquareg/web/sites/45177,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/45177,"VL-AL-0001, VL-AL-0002",KOMMERSIELL,"Matfisk, Settefisk"
23615,FARØY,KLARERT,16/01/2005 23:00,PERMANENT,200000,200000,STK,LAND,Marine,23615 FARØY,AGDER,4206,FARSUND,,58.094235,6.808219,"Bløtdyr, krepsdyr, pigghuder",Hummer,AEGIR HAVBRUK AS,https://sikker.fiskeridir.no/aquareg/web/sites/23615,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/23615,VA-FS-0317,KOMMERSIELL,Akvakulturdyr i tidlige livsstadier
23676,YDSTESTEINEN,KLARERT,25/01/2005 23:00,MIDLERTIDIG,1780,1780,DA,SJØ,Marine,23676 YDSTESTEINEN,AGDER,4206,FARSUND,,58.020983,6.879133,"Bløtdyr, krepsdyr, pigghuder",Hummer,AEGIR HAVBRUK AS,https://sikker.fiskeridir.no/aquareg/web/sites/23676,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/23676,VA-FS-0801,KOMMERSIELL,Havbeite
12084,ÆNES,KLARERT,18/03/1998 23:00,PERMANENT,0,0,STK,LAND,Freshwater/Marine,12084 ÆNES,VESTLAND,4617,KVINNHERAD,,60.089167,6.11,"Settefisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",ÆNES INKUBATOR AS,https://sikker.fiskeridir.no/aquareg/web/sites/12084,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/12084,H-K-0066,KOMMERSIELL,Settefisk
10052,KLUBBEOSEN I,KLARERT,09/08/1992 22:00,PERMANENT,7,7,DA,SJØ,Marine,10052 KLUBBEOSEN I,VESTLAND,4613,BØMLO,,59.831133,5.249333,"Bløtdyr, krepsdyr, pigghuder",Østers,AGA MUSLING EIVIND BERGTUN & SIGURD MONSVIK,https://sikker.fiskeridir.no/aquareg/web/sites/10052,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/10052,H-B-0357,KOMMERSIELL,Akvakulturdyr til konsum
45101,TVEDESTRAND VGS,KLARERT,06/10/2021 22:00,PERMANENT,1,1,TN,LAND,Freshwater,45101 TVEDESTRAND VGS,AGDER,4213,TVEDESTRAND,,58.6149,8.922167,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",AGDER FYLKESKOMMUNE,https://sikker.fiskeridir.no/aquareg/web/sites/45101,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/45101,AG-T-0001,KOMMERSIELL,Matfisk
11857,BUKSEVIKA,KLARERT,01/06/1999 22:00,PERMANENT,4680,4680,TN,SJØ,Marine,11857 BUKSEVIKA,AGDER,4207,FLEKKEFJORD,1,58.2079,6.636067,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AGDER FYLKESKOMMUNE, MOWI SEAWATER NORWAY AS",https://sikker.fiskeridir.no/aquareg/web/sites/11857,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/11857,"VA-F-0023, R-V-0016, R-V-0017, VA-FS-0010, VA-FS-0011, R-HM-0005, R-V-0018, VA-FS-0014, AG-F-0003, R-HM-0007","KOMMERSIELL, UNDERVISNING",Matfisk
11861,SKIPNINGSDALEN,KLARERT,14/02/1999 23:00,PERMANENT,6240,6240,TN,SJØ,Marine,11861 SKIPNINGSDALEN,AGDER,4207,FLEKKEFJORD,1,58.241483,6.5958,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AGDER FYLKESKOMMUNE, MOWI SEAWATER NORWAY AS",https://sikker.fiskeridir.no/aquareg/web/sites/11861,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/11861,"R-V-0016, R-V-0017, VA-F-0004, VA-F-0005, R-HM-0005, R-V-0018, AG-F-0003, VA-F-0003, R-HM-0007, VA-LD-0010, AG-F-0005","KOMMERSIELL, UNDERVISNING",Matfisk
11426,STORELVA I BERG,KLARERT,08/03/2017 23:00,PERMANENT,5000000,5000000,STK,LAND,Freshwater,11426 STORELVA I BERG,TROMS,5530,SENJA,,69.440399,17.455093,"Settefisk laks, ørret, regnbueørret","Laks, Regnbueørret, Rognkjeks, Ørret",AKVAFARM AS,https://sikker.fiskeridir.no/aquareg/web/sites/11426,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/11426,"T-BG-0004, T-BG-0009",KOMMERSIELL,Settefisk
13946,SØRFJORDEN,KLARERT,28/11/1995 23:00,PERMANENT,0,0,STK,LAND,Freshwater,13946 SØRFJORDEN,TROMS,5528,DYRØY,,68.9579,17.561167,"Settefisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",AKVAFARM AS,https://sikker.fiskeridir.no/aquareg/web/sites/13946,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/13946,T-D-0003,KOMMERSIELL,Settefisk
38037,ANDALSVÅGEN I,KLARERT,07/11/2017 23:00,PERMANENT,780,780,TN,SJØ,Marine,38037 ANDALSVÅGEN I,NORDLAND,1816,VEVELSTAD,8,65.5826,12.4032,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",AKVAFUTURE AS,https://sikker.fiskeridir.no/aquareg/web/sites/38037,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/38037,"N-VS-0014, N-VS-0013, N-VS-0015",KOMMERSIELL,Matfisk
35737,SÆTEROSEN,KLARERT,14/12/2015 23:00,PERMANENT,2340,2340,TN,SJØ,Marine,35737 SÆTEROSEN,NORDLAND,1813,BRØNNØY,8,65.441333,12.44435,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AKVAFUTURE AS, MOWI SEAWATER NORWAY AS",https://sikker.fiskeridir.no/aquareg/web/sites/35737,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/35737,"N-VS-0014, N-BR-0004, N-VS-0015, N-BR-0003, N-BR-0017, N-VS-0013, N-BR-0002",KOMMERSIELL,Matfisk
38057,HAMNSUNDET I,KLARERT,21/11/2017 23:00,PERMANENT,2340,2340,TN,SJØ,Marine,38057 HAMNSUNDET I,NORDLAND,1816,VEVELSTAD,8,65.684967,12.339483,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AKVAFUTURE AS, MOWI SEAWATER NORWAY AS",https://sikker.fiskeridir.no/aquareg/web/sites/38057,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/38057,"N-VS-0014, N-BR-0004, N-VS-0015, N-BR-0003, N-VS-0013, N-BR-0002",KOMMERSIELL,Matfisk
11410,LITLEØYA,KLARERT,28/04/2009 22:00,PERMANENT,1280,1280,TN,SJØ,Marine,11410 LITLEØYA,NORDLAND,1870,SORTLAND,9,68.611667,15.381083,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AKVAKULTUR I VESTERÅLEN AS, NORDLAKS HAVBRUK AS, NORDLAND FYLKESKOMMUNE",https://sikker.fiskeridir.no/aquareg/web/sites/11410,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/11410,"N-H-0032, N-V-0005, N-H-0015, N-V-0010, N-V-0033, N-SO-0026, N-H-0001, N-V-0001, N-H-0004","KOMMERSIELL, UNDERVISNING, VISNING",Matfisk
32697,STEILO,KLARERT,09/04/2012 22:00,PERMANENT,3900,3900,TN,SJØ,Marine,32697 STEILO,NORDLAND,1866,HADSEL,9,68.51185,14.951633,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AKVAKULTUR I VESTERÅLEN AS, NORDLAKS HAVBRUK AS, NORDLAND FYLKESKOMMUNE",https://sikker.fiskeridir.no/aquareg/web/sites/32697,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/32697,"N-H-0032, N-V-0005, N-H-0015, N-V-0058, N-SO-0026, N-VR-0001, N-V-0001","KOMMERSIELL, UNDERVISNING, VISNING",Matfisk
33117,DJUPVIK,KLARERT,08/10/2012 22:00,PERMANENT,1280,1280,TN,SJØ,Marine,33117 DJUPVIK,NORDLAND,1870,SORTLAND,9,68.60365,15.34815,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AKVAKULTUR I VESTERÅLEN AS, NORDLAKS HAVBRUK AS, NORDLAND FYLKESKOMMUNE",https://sikker.fiskeridir.no/aquareg/web/sites/33117,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/33117,"N-H-0032, N-V-0005, N-H-0015, N-V-0010, N-V-0033, N-SO-0026, N-H-0001, N-V-0001, N-H-0004","KOMMERSIELL, UNDERVISNING, VISNING",Matfisk
10505,DRAGNES,KLARERT,21/05/1996 22:00,PERMANENT,3900,3900,TN,SJØ,Marine,10505 DRAGNES,NORDLAND,1866,HADSEL,9,68.583933,14.707267,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AKVAKULTUR I VESTERÅLEN AS, NORDLAKS HAVBRUK AS, NORDLAND FYLKESKOMMUNE, PHARMAQ AS",https://sikker.fiskeridir.no/aquareg/web/sites/10505,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/10505,"N-H-0032, N-V-0005, N-H-0015, N-LN-0004, N-V-0058, N-SO-0026, N-H-0001, N-H-0061, N-H-0060","FORSKNING, KOMMERSIELL, UNDERVISNING, VISNING",Matfisk
13316,STORVIK,KLARERT,16/04/1996 22:00,PERMANENT,2700,2700,TN,SJØ,Marine,13316 STORVIK,FINNMARK,5614,LOPPA,12,70.14955,22.41675,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AKVANORTH FARM AS, GRIEG SEAFOOD NORWAY AS",https://sikker.fiskeridir.no/aquareg/web/sites/13316,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/13316,"F-H-0017, F-H-0033, F-NK-0023, F-NK-0022, F-H-0003, F-NK-0019, F-L-0022, F-L-0033, F-H-0019, F-H-0032, F-L-0026, F-H-0018, F-L-0025, F-NK-0024, F-KD-0001, F-LA-0001, F-H-0023, F-HV-0006, F-NK-0020, F-H-0009",KOMMERSIELL,Matfisk
10764,KRAKNES,KLARERT,19/03/1998 23:00,PERMANENT,50,50,TN,LAND,Marine,10764 KRAKNES,TROMS,5501,TROMSØ,,69.755117,19.03205,"Matfisk laks, ørret, regnbueørret","Acartia clausi **, Acartia longiremis **, Andre krepsdyr, Anemoneeremittkreps, Annen røye, Ansjos, Apherusa glacialis **, Arctic sea ice amphipod*, Arktisk knurrulke, Berggylt, Bergnebb, Bernakereremittkreps, Blomsterreke, Blåkveite, Blåskjell, Blåstål/Rødnebb, Breiflabb, Brisling, Brosme, Brungylt, Butare, Butt sandskjell, Calanus glacialis **, Calanus helgolandicus **, Calanus hyperboreus **, Chalky macoma *, Common shrimp *, Drøbaksjøpiggsvin, Dvergreke, Dvergsvømmekrabbe, Dvergulke, Dypvannsreke, Eurytemora spp **, Eusirus holmii **, Flekksteinbit, Gammarus setosus **, Gapeflyndre, Gitarpyntekrabbe, Glattulke, Gressgylt, Gråsteinbit, Grønlandsskjell, Grønngylt, Gullskjell, Hairy cockle *, Haneskjell, Havabbor, Havål, Hestmakrell, Hyse, Kamskjell, Kamuflasjereke, Knivskjell, Kolmule, Kongekrabbe, Krill uspes., Krokulke, Kuskjell, Kveite, Laks, Laksesild, Lange, Langfotkrabbe, Leirkutling, Lodde, Lomre, Lyr, Lysing, Makrell, Makrellstørje, Marmorkrabbe, Metridia longa **, Muddertrollkreps, Nipigget stingsild, Nordlig knurrulke, Nordlig lysprikkfisk, O-skjell, Oithona similis **, Onisimus glacialis **, Onisimus litoralis**, Paddetorsk, Paraeuchaeta barbata **, Piggkorstroll, Piggsolstjerne, Piggvar, Polartorsk, Porselenskrabbe, Pseudocalanus acuspes **, Pseudocalanus minutus **,",AKVAPLAN-NIVA AS,https://sikker.fiskeridir.no/aquareg/web/sites/10764,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/10764,"TF-T-0006, TF-T-0003, T-T-0323, T-T-0044, TF-T-0002, TF-T-0001",KOMMERSIELL,"Alger tidlig fase, Matfisk, Settefisk, Stamdyr"
36997,KRAKNES SJØ,KLARERT,12/02/2017 23:00,PERMANENT,99,99,DA,SJØ,Marine,36997 KRAKNES SJØ,TROMS,5501,TROMSØ,,69.755317,19.041567,Alger,"Butare, Sukkertare (oppdrett), Søl",AKVAPLAN-NIVA AS,https://sikker.fiskeridir.no/aquareg/web/sites/36997,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/36997,T-T-0901,KOMMERSIELL,Alger til konsum
33777,LAUSKLUBBEN,KLARERT,26/11/2013 23:00,PERMANENT,3600,3600,TN,SJØ,Marine,33777 LAUSKLUBBEN,FINNMARK,5636,UNJÁRGA - NESSEBY,13,70.027483,29.292133,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AKVAPLAN-NIVA AS, LERØY AURORA AS, LERØY AURORA SJØ AS",https://sikker.fiskeridir.no/aquareg/web/sites/33777,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/33777,"F-SV-0011, F-SV-0010, F-N-0006, F-N-0010, T-TN-0017, F-SV-0009, F-SV-0008","FORSKNING, KOMMERSIELL, VISNING",Matfisk
10753,STRANDMO,KLARERT,12/04/2000 22:00,PERMANENT,3600,3600,TN,SJØ,Marine,10753 STRANDMO,TROMS,5534,KARLSØY,11,69.88185,19.435083,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AKVAPLAN-NIVA AS, LERØY AURORA SJØ AS",https://sikker.fiskeridir.no/aquareg/web/sites/10753,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/10753,"T-K-0022, T-K-0004, T-K-0020, T-K-0028, T-TN-0017, T-K-0001","FORSKNING, KOMMERSIELL",Matfisk
34457,LANGÅS,KLARERT,02/07/2014 22:00,PERMANENT,7200,7200,TN,SJØ,Marine,34457 LANGÅS,TROMS,5534,KARLSØY,11,70.01095,19.66665,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret","AKVAPLAN-NIVA AS, LERØY AURORA SJØ AS, LERØY MIDT AS",https://sikker.fiskeridir.no/aquareg/web/sites/34457,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/34457,"T-G-0010, T-T-0001, T-T-0065, T-K-0004, T-T-0015, T-T-0008, T-T-0010, T-TN-0017, T-K-0001, T-K-0002","FORSKNING, KOMMERSIELL","Matfisk, Stamfisk"
35637,VÅGØYA,KLARERT,28/10/2015 23:00,PERMANENT,50,50,DA,SJØ,Marine,35637 VÅGØYA,NORDLAND,1804,BODØ,,67.377417,14.581083,Alger,"Butare, Fingertare, Grønnsekkdyr, Sukkertare (oppdrett)",AKVATIK AS,https://sikker.fiskeridir.no/aquareg/web/sites/35637,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/35637,"N-B-0901, N-B-0903, N-B-0902, N-B-0337",KOMMERSIELL,"Akvakulturdyr til råstoff, Alger til konsum"
38717,RØVÆR,KLARERT,31/07/2018 22:00,PERMANENT,21,21,DA,SJØ,Marine,38717 RØVÆR,ROGALAND,1106,HAUGESUND,,59.4422,5.10095,Alger,Sukkertare (oppdrett),ALGABONA AS,https://sikker.fiskeridir.no/aquareg/web/sites/38717,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/38717,R-H-0901,KOMMERSIELL,Alger til konsum
33817,ORSTRANDA,KLARERT,06/01/2014 23:00,PERMANENT,45,45,DA,SJØ,Marine,33817 ORSTRANDA,MØRE OG ROMSDAL,1505,KRISTIANSUND,,63.0345,7.83515,Alger,"Butare, Fjærehinne uspes, Sukkertare (oppdrett)",ALGEA AS,https://sikker.fiskeridir.no/aquareg/web/sites/33817,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/33817,M-K-0901,KOMMERSIELL,Alger til konsum
36697,RISØYNA,KLARERT,12/12/2016 23:00,PERMANENT,11,11,DA,SJØ,Marine,36697 RISØYNA,VESTLAND,4626,ØYGARDEN,,60.416317,4.909883,Alger,"Butare, Fingertare, Grisetang, Grisetangdokke, Havsalat, Knapptang, Krusflik, Martaum, Purpurfjærehinne, Sauetang, Sekkdyr, uspes., Sukkertare (oppdrett), Søl, Vanlig fjærehinne",ALGETUN AS,https://sikker.fiskeridir.no/aquareg/web/sites/36697,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/36697,"H-F-0916, H-F-0918, H-F-0910, H-F-0912, H-F-0325, H-F-0914, H-F-0920, H-F-0901, H-F-0917, H-F-0919, H-F-0911, H-F-0909, H-F-0913, H-F-0915",KOMMERSIELL,"Akvakulturdyr til råstoff, Alger til konsum"
45093,KJEHOLMEN,KLARERT,06/08/2021 22:00,PERMANENT,5,5,TN,SJØ,Marine,45093 KJEHOLMEN,VESTLAND,4626,ØYGARDEN,,60.419317,4.909433,"Bløtdyr, krepsdyr, pigghuder",Kamskjell,ALGETUN AS,https://sikker.fiskeridir.no/aquareg/web/sites/45093,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/45093,VL-ØN-0004,KOMMERSIELL,Akvakulturdyr til konsum
11416,ALSVÅG,KLARERT,18/06/2000 22:00,PERMANENT,439,439,TN,SJØ,Marine,11416 ALSVÅG,NORDLAND,1868,ØKSNES,,68.9027,15.28675,Slaktemerd,"Laks, Regnbueørret, Ørret",ALSVÅG LAKSESLAKTERI AS,https://sikker.fiskeridir.no/aquareg/web/sites/11416,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/11416,N-Ø-0023,SLAKTEMERD,Matfisk
45238,KRUTØYA,KLARERT,22/01/2025 23:00,PERMANENT,2340,2340,TN,SJØ,Marine,45238 KRUTØYA,TRØNDELAG,5014,FRØYA,,63.6724,8.612367,Andre,Kveite,AMAR SEAFOOD AS,https://sikker.fiskeridir.no/aquareg/web/sites/45238,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/45238,"TR-F-0045, TR-F-0046, TR-F-0044",KOMMERSIELL,Matfisk
17736,JUDABERG,KLARERT,27/11/2002 23:00,PERMANENT,60,60,TN,LAND,Freshwater/Marine,17736 JUDABERG,ROGALAND,1103,STAVANGER,,59.170933,5.876633,"Bløtdyr, krepsdyr, pigghuder","Berggylt, Bergnebb, Blåskjell, Blåstål/Rødnebb, Breiflabb, Drøbaksjøpiggsvin, Flekksteinbit, Gressgylt, Gråsteinbit, Grønngylt, Hummer, Kamskjell, Kongsnegl (Kongesnegl), Kveite, Langpigget kråkebolle, Lysing, Piggvar, Rognkjeks, Rødpølse, Rødspette, Sjøkreps, Strandsnegl, Svabergsjøpiggsvin, Taskekrabbe, Torsk, Østers","AMAR SEAFOOD AS, NORWEGIAN LOBSTER FARM AS, ROGALAND HAVBRUKSPARK AS",https://sikker.fiskeridir.no/aquareg/web/sites/17736,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/17736,"R-F-0023, R-F-0038, R-S-0307, R-S-0005, R-F-0323, R-F-0022, R-F-0324",KOMMERSIELL,"Akvakulturdyr i tidlige livsstadier, Akvakulturdyr til konsum, Matfisk, Settefisk"
20475,NAUSTHOLMEN Ø,KLARERT,18/09/2003 22:00,PERMANENT,0,0,STK,LAND,Marine,20475 NAUSTHOLMEN Ø,NORDLAND,1834,LURØY,,66.3675,12.378267,Andre,"Flekksteinbit, Rognkjeks",AMINOR AS,https://sikker.fiskeridir.no/aquareg/web/sites/20475,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/20475,"N-L-0078, N-L-0073, N-L-0055, N-L-0076, N-L-0077",KOMMERSIELL,"Matfisk, Settefisk, Stamfisk"
38897,KVALNES,KLARERT,31/10/2018 23:00,PERMANENT,10000,900,TN,LAND,Marine,38897 KVALNES,NORDLAND,1871,ANDØY,,69.15765,16.088617,"Matfisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",ANDFJORD SALMON AS,https://sikker.fiskeridir.no/aquareg/web/sites/38897,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/38897,N-A-0015,KOMMERSIELL,Matfisk
10183,BARSTADVIK,KLARERT,09/09/1998 22:00,PERMANENT,780,780,TN,LAND,Marine,10183 BARSTADVIK,MØRE OG ROMSDAL,1520,ØRSTA,,62.359983,6.263517,"Settefisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",AQUAGEN AS,https://sikker.fiskeridir.no/aquareg/web/sites/10183,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/10183,"M-TV-0009, M-SU-0001, M-VD-0042",KOMMERSIELL,"Settefisk, Stamfisk"
12897,HONNHAMMARVIKA,KLARERT,08/11/1999 23:00,PERMANENT,2840,2840,TN,SJØ,Marine,12897 HONNHAMMARVIKA,MØRE OG ROMSDAL,1560,TINGVOLL,,62.8632,8.1563,Særtillatelser,"Laks, Regnbueørret, Ørret",AQUAGEN AS,https://sikker.fiskeridir.no/aquareg/web/sites/12897,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/12897,"ST-HE-0016, M-TV-0009, M-SU-0001, M-TV-0011","FORSKNING, KOMMERSIELL","Matfisk, Stamfisk"
12904,MERRABERGET,KLARERT,18/08/1994 22:00,PERMANENT,2630,2630,TN,SJØ,Marine,12904 MERRABERGET,MØRE OG ROMSDAL,1506,MOLDE,,62.783933,8.277933,Særtillatelser,"Laks, Regnbueørret, Ørret",AQUAGEN AS,https://sikker.fiskeridir.no/aquareg/web/sites/12904,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/12904,"ST-HE-0016, M-TV-0009, M-SU-0001, M-TV-0011","FORSKNING, KOMMERSIELL","Matfisk, Stamfisk"
13573,KISTVIKA,KLARERT,04/07/2000 22:00,PERMANENT,2340,2340,TN,SJØ,Marine,13573 KISTVIKA,TRØNDELAG,5055,HEIM,6,63.384,9.171467,Særtillatelser,"Laks, Regnbueørret, Ørret",AQUAGEN AS,https://sikker.fiskeridir.no/aquareg/web/sites/13573,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/13573,"ST-HE-0005, ST-HE-0019, ST-HE-0016, ST-HE-0020","FORSKNING, KOMMERSIELL","Matfisk, Stamfisk"
13677,TRØAN BJØRKLIBUKTA,KLARERT,01/01/1992 23:00,PERMANENT,780,780,TN,SJØ,Marine,13677 TRØAN BJØRKLIBUKTA,TRØNDELAG,5055,HEIM,,63.33155,9.1231,"Stamfisk laks, ørret, regnbueørret","Laks, Regnbueørret",AQUAGEN AS,https://sikker.fiskeridir.no/aquareg/web/sites/13677,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/13677,"ST-HE-0005, ST-HE-0019, ST-HE-0020",KOMMERSIELL,Stamfisk
19015,STOKKVIKA,KLARERT,03/04/2003 22:00,PERMANENT,2840,2840,TN,SJØ,Marine,19015 STOKKVIKA,TRØNDELAG,5055,HEIM,,63.333533,9.180583,"Stamfisk laks, ørret, regnbueørret","Laks, Regnbueørret",AQUAGEN AS,https://sikker.fiskeridir.no/aquareg/web/sites/19015,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/19015,"ST-HE-0005, ST-HE-0019, ST-HE-0020",KOMMERSIELL,Stamfisk
24096,VESTSEØRA,KLARERT,06/04/2005 22:00,PERMANENT,500000,500000,STK,LAND,Freshwater,24096 VESTSEØRA,TRØNDELAG,5055,HEIM,,63.29535,9.087754,"Settefisk laks, ørret, regnbueørret","Laks, Regnbueørret, Ørret",AQUAGEN AS,https://sikker.fiskeridir.no/aquareg/web/sites/24096,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/24096,"ST-HE-0019, ST-HE-0015, M-SU-0001, M-TV-0011, ST-HE-0020, ST-HE-0005, M-TV-0009",KOMMERSIELL,"Settefisk, Stamfisk"
29697,HAFSMO,KLARERT,31/08/2008 22:00,PERMANENT,2840,2840,TN,SJØ,Marine,29697 HAFSMO,TRØNDELAG,5059,ORKLAND,,63.3667,9.245217,Særtillatelser,"Laks, Regnbueørret, Ørret",AQUAGEN AS,https://sikker.fiskeridir.no/aquareg/web/sites/29697,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/29697,"ST-HE-0005, ST-HE-0019, ST-HE-0016, ST-HE-0020","FORSKNING, KOMMERSIELL","Matfisk, Stamfisk"
33697,FORRAHAMMAREN,KLARERT,03/11/2012 23:00,MIDLERTIDIG,2840,2840,TN,SJØ,Marine,33697 FORRAHAMMAREN,TRØNDELAG,5055,HEIM,,63.350433,9.23325,Særtillatelser,"Laks, Regnbueørret, Ørret",AQUAGEN AS,https://sikker.fiskeridir.no/aquareg/web/sites/33697,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/33697,"ST-HE-0005, ST-HE-0019, ST-HE-0016, ST-HE-0020","FORSKNING, KOMMERSIELL","Matfisk, Stamfisk"
12917,SJØLSENG,KLARERT,07/08/1994 22:00,PERMANENT,195,195,TN,LAND,Marine,12917 SJØLSENG,MØRE OG ROMSDAL,1563,SUNNDAL,,62.667467,8.5254,"Matfisk laks, ørret, regnbueørret","Berggylt, Bergnebb, Blåskjell, Gressgylt, Grønngylt, Kveite, Laks, Regnbueørret, Rognkjeks, Torsk, Ørret","AQUAGEN AS, DRIVA AQUACULTURE AS, NOFIMA AS",https://sikker.fiskeridir.no/aquareg/web/sites/12917,https://sikker.fiskeridir.no/akvakulturregisteret/web/sites/12917,"M-SU-0015, M-SU-0001, M-SU-0009, M-SU-0010, M-SU-0011, M-SU-0018, M-SU-0012, M-SU-0017, M-SU-0016","FORSKNING, KOMMERSIELL","Akvakulturdyr til konsum, Matfisk, Settefisk, Stamfisk"
